Symbol,Name,거래소(시장),FnGuide Sector,FnGuide Industry Group,FnGuide Industry,한국표준산업분류11차(대분류),한국표준산업분류11차(중분류),한국표준산업분류11차(소분류),신용등급 (채권),신용등급 (CP),최대주주등 주주명-상장협(분기)
A006660,삼성공조,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,고호곤외 6인
A003060,에이프로젠바이오로직스,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,(주)에이프로젠외 2인
A079810,디이엔티,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,전기장비 제조업,기타 전기장비 제조업,,,AP시스템(주)외 3인
A018120,진로발효,코스닥,필수소비재,음식료 및 담배,음료,제조업,음료 제조업,알코올음료 제조업,,,서태선외 3인
A101670,하이드로리튬,코스닥,산업재,자본재,건축자재,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,(주)SE외 4인
A115500,케이씨에스,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,한국컴퓨터지주(주)
A060590,씨티씨바이오,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,조호연외 2인
A014160,대영포장,유가증권시장,소재,소재,용기 및 포장,제조업,"펄프, 종이 및 종이제품 제조업","골판지, 종이 상자 및 종이 용기 제조업",,,신대양제지(주)외 2인
A014530,극동유화,유가증권시장,소재,소재,화학,제조업,"코크스, 연탄 및 석유정제품 제조업",석유 정제품 제조업,,,장홍선외 4인
A017370,우신시스템,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,허우영외 2인
A006840,AK홀딩스,유가증권시장,소재,소재,화학,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,BBB,NA,채형석외 12인
A007210,벽산,유가증권시장,산업재,자본재,건축자재,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,,김희철외 12인
A023900,풍국주정,코스닥,필수소비재,음식료 및 담배,음료,제조업,음료 제조업,알코올음료 제조업,,,이한용외 10인
A021820,세원정공,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,김성기외 6인
A010660,화천기계,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,권영렬 외 6인
A013570,디와이,유가증권시장,경기소비재,자동차 및 부품,자동차부품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,조 병 호외 5인
A068290,삼성출판사,유가증권시장,경기소비재,미디어,미디어,정보통신업,출판업,"서적, 잡지 및 기타 인쇄물 출판업",,,김진용외 6인
A011330,유니켐,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"가죽, 가방 및 신발 제조업","가죽, 가방 및 유사제품 제조업",BB-,NA,(주)동보외 4인
A024880,케이피에프,코스닥,산업재,자본재,기계,제조업,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,,,(주)송현홀딩스외 1인
A063160,종근당바이오,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,이장한외 8인
A034590,인천도시가스,유가증권시장,유틸리티,유틸리티,가스,"전기, 가스, 증기 및 공기조절 공급업","전기, 가스, 증기 및 공기조절 공급업",연료용 가스 제조 및 배관공급업,,,이종훈외 5인
A119830,아이텍,코스닥,IT,반도체,반도체 및 관련장비,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업","그 외 기타 전문, 과학 및 기술 서비스업",,,유남영외 4인
A041590,플래스크,코스닥,IT,하드웨어,휴대폰 및 관련부품,건설업,전문직별 공사업,실내건축 및 건축마무리 공사업,,,(주)젬백스&카엘
A001540,안국약품,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,어준선외 2인
A093190,빅솔론,코스닥,IT,하드웨어,컴퓨터 및 주변기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,,김형근외 6인
A047820,초록뱀미디어,코스닥,경기소비재,미디어,미디어,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업,"영화, 비디오물, 방송프로그램 제작 및 배급업",,,So-net Entertainment Corporation
A060570,드림어스컴퍼니,코스닥,IT,하드웨어,컴퓨터 및 주변기기,정보통신업,방송 및 영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업,,,에스케이텔레콤(주)
A017550,수산세보틱스,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,정석현외 10인
A003580,HLB글로벌,유가증권시장,소재,소재,건축소재,도매 및 소매업,소매업; 자동차 제외,종합 소매업,,,이혁배외 2인
A063080,컴투스홀딩스,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,NA,A3,송병준외 8인
A064800,포니링크,코스닥,IT,소프트웨어,IT 서비스,도매 및 소매업,소매업; 자동차 제외,"섬유, 의복, 신발 및 가죽제품 소매업",,,신인재외 3인
A047770,코데즈컴바인,코스닥,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,,,박상돈외 3인
A013520,화승코퍼레이션,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,BBB-,NA,현지호외 3인
A002450,삼익악기,유가증권시장,경기소비재,내구 소비재 및 의류,레저용품,제조업,기타 제품 제조업,악기 제조업,,,김종섭외 3인
A085910,네오티스,코스닥,산업재,자본재,기계,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,권은영외 6인
A019550,SBI인베스트먼트,코스닥,금융,기타금융,창업투자 및 종금,금융 및 보험업,금융업,신탁업 및 집합투자업,,,에스비아이 코리아홀딩스외 1인
A012800,대창,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 비철금속 제조업,,,(주)서원외 2인
A043610,KT지니뮤직,코스닥,IT,소프트웨어,인터넷 서비스,정보통신업,방송 및 영상·오디오물 제공 서비스업,영상·오디오물 제공 서비스업,,,(주)케이티
A090470,제이스텍,코스닥,IT,반도체,반도체 및 관련장비,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,정재송외 2인
A168330,내츄럴엔도텍,코스닥,의료,제약 및 바이오,바이오,"전문, 과학 및 기술 서비스업",연구개발업,자연과학 및 공학 연구개발업,,,김재수외 10인
A001020,페이퍼코리아,유가증권시장,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",,,(주)버추얼텍
A054920,한컴위드,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,김상철외 2인
A000180,성창기업지주,유가증권시장,소재,소재,종이 및 목재,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,정 해 린외 14인
A023450,동남합성,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,미원화학(주)외 6인
A005870,휴니드,유가증권시장,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김유진외 1인
A026150,특수건설,코스닥,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,,,김중헌외 5인
A100700,세운메디칼,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,,,이길환외 3인
A011810,STX,유가증권시장,산업재,자본재,무역,도매 및 소매업,도매 및 상품 중개업,상품 종합 도매업,,,한국산업은행
A101140,인바이오젠,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,대덕기연(주)외 1인
A066700,테라젠이텍스,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,김성진외 10인
A014790,HL D&I,유가증권시장,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,BBB+,A3+,정몽원외 8인
A051160,지어소프트,코스닥,IT,소프트웨어,IT 서비스,정보통신업,출판업,소프트웨어 개발 및 공급업,,,김영준외 1인
A002780,진흥기업,유가증권시장,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,BBB-,NA,(주)효성
A005740,크라운해태홀딩스,유가증권시장,필수소비재,음식료 및 담배,식료품,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,윤영달외 4인
A093920,서원인텍,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,김재윤외 5인
A065450,빅텍,코스닥,산업재,상업서비스,상업서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,박승운외 3인
A017900,광전자,유가증권시장,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,나카지마히로카즈외 9인
A042510,라온시큐어,코스닥,IT,소프트웨어,일반 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,이순형
A041930,동아화성,코스닥,소재,소재,화학,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,,임경식외 6인
A044340,위닉스,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,제조업,전기장비 제조업,가정용 기기 제조업,,,윤희종외 3인
A082850,우리바이오,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,식료품 제조업,기타 식품 제조업,,,우리조명(주)외 11인
A011700,한신기계,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,최영민외 6인
A048910,대원미디어,코스닥,경기소비재,미디어,미디어,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,정 욱외 4인
A009300,삼아제약,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,허 준외 3인
A049520,유아이엘,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,동국제강㈜외 4인
A008260,NI스틸,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,문배철강(주)외 6인
A134580,탑코미디어,코스닥,IT,하드웨어,셋톱 박스,정보통신업,정보서비스업,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,이희기외 10인
A085310,엔케이,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,박윤소외 5인
A037350,성도이엔지,코스닥,IT,반도체,반도체 및 관련장비,"전문, 과학 및 기술 서비스업","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",,,서인수외 4인
A032560,황금에스티,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 비철금속 제조업,,,김종현외 4인
A023800,인지컨트롤스,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,정구용외 4인
A040420,정상제이엘에스,코스닥,경기소비재,소비자 서비스,교육,교육 서비스업,교육 서비스업,일반 교습 학원,,,허용석외 8인
A012700,리드코프,코스닥,에너지,에너지,석유 및 가스,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,(주)디케이디앤아이외 3인
A067570,엔브이에이치코리아,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,구자겸외 13인
A105740,디케이락,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,노은식외 7인
A014440,영보화학,유가증권시장,소재,소재,화학,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,적수화학공업(주)외 1인
A119650,KC코트렐,유가증권시장,산업재,상업서비스,상업서비스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,C,NA,KC그린홀딩스(주)외 11인
A012860,모베이스전자,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)서연
A007980,TP,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,"의복, 의복 액세서리 및 모피제품 제조업",봉제의복 제조업,BB+,A3-,임석원외 13인
A061250,화일약품,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,크리스탈 지노믹스(주)
A183490,엔지켐생명과학,코스닥,의료,제약 및 바이오,바이오,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,손기영외 3인
A035610,솔본,코스닥,산업재,자본재,복합 산업,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,홍기태외 3인
A064850,에프앤가이드,코스닥,IT,소프트웨어,IT 서비스,정보통신업,정보서비스업,기타 정보 서비스업,,,화천기계(주)외 12인
A023000,삼원강재,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,대원강업(주)외 2인
A054670,대한뉴팜,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,이완진외 4인
A024800,유성티엔에스,코스닥,산업재,운송,육상운수,운수 및 창고업,육상운송 및 파이프라인 운송업,육상 여객 운송업,,,이봉관외 7인
A065510,휴비츠,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,김현수외 4인
A058860,KTis,유가증권시장,산업재,상업서비스,상업서비스,정보통신업,정보서비스업,기타 정보 서비스업,,,(주)케이티외 3인
A000440,중앙에너비스,코스닥,에너지,에너지,석유 및 가스,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,한 상 열외 4인
A011150,CJ씨푸드,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,기타 식품 제조업,NA,A1,CJ제일제당주식회사
A006890,태경케미컬,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,(주)백광소재외 3인
A066590,우수AMS,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,전종인외 3인
A066790,씨씨에스,코스닥,경기소비재,미디어,미디어,정보통신업,방송 및 영상·오디오물 제공 서비스업,텔레비전 방송업,,,유인무외 1인
A170030,현대공업,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,강현석외 3인
A008700,아남전자,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,,,(주)아남외 8인
A091440,한울소재과학,코스닥,IT,하드웨어,통신장비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,박노택외 3인
A072020,중앙백신,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,윤인중외 7인
A004890,동일산업,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,BBB-,NA,오순택외 6인
A053280,예스24,코스닥,경기소비재,유통,온라인쇼핑,도매 및 소매업,소매업; 자동차 제외,무점포 소매업,,,한세예스24홀딩스(주)외 1인
A004840,DRB동일,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,,김세연외 5인
A120240,대정화금,코스닥,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기초 화학물질 제조업,,,송기섭외 3인
A104040,대성파인텍,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,김병준외 3인
A038540,상상인,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,유준원외 5인
A163560,동일고무벨트,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,,,(주)DRB동일외 5인
A001560,제일연마,유가증권시장,소재,소재,금속 및 광물,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,,,오유인외 3인
A004100,태양금속,유가증권시장,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,한우삼외 4인
A011370,서한,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,(주)대왕레미콘외 6인
A039020,이건홀딩스,코스닥,산업재,자본재,건축자재,제조업,목재 및 나무제품 제조업; 가구 제외,제재 및 목재 가공업,,,박승준외 4인
A002700,신일전자,유가증권시장,경기소비재,내구 소비재 및 의류,내구소비재,도매 및 소매업,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,,,김영외 13인
A042940,상지건설,코스닥,산업재,자본재,건설,건설업,종합 건설업,건물 건설업,,,배성수
A149980,하이로닉,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,이진우외 6인
A105330,케이엔더블유,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,오원석외 2인
A002720,국제약품,유가증권시장,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,남영우외 13인
A079980,휴비스,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,화학섬유 제조업,BBB+,NA,(주)삼양홀딩스외 1인
A058400,KNN,코스닥,경기소비재,미디어,미디어,정보통신업,방송 및 영상·오디오물 제공 서비스업,텔레비전 방송업,,,(주)넥센외 7인
A033230,인성정보,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",NA,A1,윤재승외 4인
A036010,아비코전자,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,행진개발외 3인
A130580,나이스디앤비,코스닥,산업재,상업서비스,상업서비스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,기타 사업지원 서비스업,,,(주)NICE홀딩스외 1인
A059120,아진엑스텍,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,,,김창호외 6인
A002600,조흥,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,기타 식품 제조업,NA,A1,함태호외 13인
A126880,제이엔케이글로벌,코스닥,에너지,에너지,에너지 시설 및 서비스,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,김방희외 4인
A011320,유니크,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,안영구외 13인
A036580,팜스코,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,"곡물가공품, 전분 및 전분제품 제조업",,,제일홀딩스(주)외 1인
A003780,진양산업,유가증권시장,소재,소재,화학,제조업,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,,,(주)진양홀딩스
A000590,CS홀딩스,유가증권시장,소재,소재,금속 및 광물,"전문, 과학 및 기술 서비스업",전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,,,장원영외 2인
A048430,유라테크,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",,,엄대열외 2인
A053700,삼보모터스,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,BB+,NA,이연성외 8인
A027050,코리아나,코스닥,필수소비재,생활용품,개인생활용품,제조업,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,,,유상옥외 12인
A141000,비아트론,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,김형준외 5인
A060560,HC홈센타,코스닥,소재,소재,건축소재,도매 및 소매업,도매 및 상품 중개업,기타 전문 도매업,,,(주)보광산업외 10인
A041520,이엘씨,코스닥,IT,하드웨어,휴대폰 및 관련부품,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,김중헌외 3인
A007280,한국특강,유가증권시장,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,라보상사외 6인
A025550,한국선재,코스닥,소재,소재,금속 및 광물,제조업,1차 금속 제조업,1차 철강 제조업,,,이제훈외 4인
A036640,HRS,코스닥,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,,,강성자외 2인
A084730,팅크웨어,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,유비벨록스(주)외 4인
A088390,이녹스,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,,,장경호외 5인
A042500,링네트,코스닥,IT,소프트웨어,IT 서비스,정보통신업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,이주석외 11인
A006090,사조오양,유가증권시장,필수소비재,음식료 및 담배,식료품,제조업,식료품 제조업,수산물 가공 및 저장 처리업,NA,A1,(주)사조시스템즈외 6인
A131400,이브이첨단소재,코스닥,IT,하드웨어,전자 장비 및 기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,구승평외 11인
A010960,삼호개발,유가증권시장,산업재,자본재,건설,건설업,전문직별 공사업,기반조성 및 시설물 축조관련 전문공사업,,,이종호외 8인
A006490,인스코비,유가증권시장,경기소비재,유통,도소매,정보통신업,우편 및 통신업,전기 통신업,,,밀레니엄홀딩스(주)외 3인
A060310,3S,코스닥,산업재,자본재,기계,제조업,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,박종익외 9인
A045660,에이텍,코스닥,IT,하드웨어,컴퓨터 및 주변기기,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변장치 제조업,,,신승영외 3인
A001380,SG글로벌,유가증권시장,경기소비재,내구 소비재 및 의류,섬유 및 의복,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)SG고려외 3인
A078890,가온그룹,코스닥,IT,하드웨어,셋톱 박스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,,,임화섭외 2인
A007820,에스엠코어,코스닥,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,,,권순욱
A123420,위메이드플레이,코스닥,IT,소프트웨어,게임 소프트웨어,정보통신업,출판업,소프트웨어 개발 및 공급업,,,이정웅외 2인
A024830,세원물산,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)에스엠티외 7인
A063440,SM Life Design,코스닥,경기소비재,미디어,미디어,제조업,인쇄 및 기록매체 복제업,기록매체 복제업,,,(주)티아이지 홀딩스외 1인
A041910,폴라리스AI파마,코스닥,의료,제약 및 바이오,제약,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,,,김재철외 3인
A027830,대성창투,코스닥,금융,기타금융,창업투자 및 종금,금융 및 보험업,금융업,신탁업 및 집합투자업,,,대성홀딩스(주)외 1인
A094850,참좋은여행,코스닥,경기소비재,내구 소비재 및 의류,레저용품,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,여행사 및 기타 여행보조 서비스업,,,삼천리자전거(주)외 1인
A005750,대림바스,유가증권시장,산업재,자본재,건축자재,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",,,이해영외 7인
A010040,한국내화,유가증권시장,소재,소재,금속 및 광물,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",,,김근수외 7인
A001260,남광토건,유가증권시장,산업재,자본재,건설,건설업,종합 건설업,토목 건설업,,,MERRILLLYNCHINTERNATIONAL
A009200,무림페이퍼,유가증권시장,소재,소재,종이 및 목재,제조업,"펄프, 종이 및 종이제품 제조업","펄프, 종이 및 판지 제조업",A-,A2-,무림SP외 7인
A014470,부방,코스닥,경기소비재,내구 소비재 및 의류,내구소비재,부동산업,부동산업,부동산 임대 및 공급업,,,이대희외 9인
A020710,시공테크,코스닥,경기소비재,소비자 서비스,호텔 및 레저,"전문, 과학 및 기술 서비스업","기타 전문, 과학 및 기술 서비스업",전문 디자인업,,,박기석외 2인
A006880,신송홀딩스,유가증권시장,필수소비재,음식료 및 담배,식료품,도매 및 소매업,도매 및 상품 중개업,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,,,조갑주외 23인
A006140,피제이전자,코스닥,의료,의료장비 및 서비스,의료 장비 및 서비스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,,,김재석외 15인
A007590,동방아그로,유가증권시장,소재,소재,화학,제조업,화학물질 및 화학제품 제조업; 의약품 제외,"비료, 농약 및 살균, 살충제 제조업",,,염병만외 5인
A011390,부산산업,유가증권시장,소재,소재,건축소재,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업",,,김영일
A065500,오리엔트정공,코스닥,경기소비재,자동차 및 부품,자동차부품,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,,,(주)오리엔트바이오외 5인
A000850,화천기공,유가증권시장,산업재,자본재,기계,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,,,권영열외 7인
A054040,한국컴퓨터,코스닥,IT,디스플레이,디스플레이 및 관련부품,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,,,한국컴퓨터지주
A096350,대창솔루션,코스닥,산업재,자본재,조선,제조업,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",,,박정호외 6인
A159580,제로투세븐,코스닥,경기소비재,내구 소비재 및 의류,섬유 및 의복,도매 및 소매업,도매 및 상품 중개업,생활용품 도매업,,,매일유업㈜외 7인
A074430,아미노로직스,코스닥,IT,하드웨어,보안장비,제조업,의료용 물질 및 의약품 제조업,기초 의약 물질 제조업,,,(주)삼오제약
